# $Id: read2.dat,v 1.5 2010/06/10 19:42:40 bzfkocht Exp $
emwiFLLFxisaIDbqbtvgcpSA	1972809426,0.063399, 1844020787;-380391958; -1470713481:273383630: 661681130 1009843740 3.11948:1.01015 1061561991 "RTDG, Ob"[ ok?
zyOIqKCqwMDIkJZSVzKtmcHu	396216237,0.512336, 1220369461;-892826982; -1203335666:482954771: 322877007 176663093 0.30155:1.76238 1734247917 "IyZOP, feQQ"[ ok?
aiTmDUexQtFSWvyLYGJyfTwj	978103472,0.124160, 270407198;-1520399681; -1411417145:145172434: 322700085 369390018 3.07584:0.488599 1669670332 "uAxa, vjHUUYLjbMN"[ ok?
lSxzUZXgSKuxraglnMjXoqAW	1046114092,0.687991, 1124670473;-835016296; -416060548:1556017325: 1628307704 1067434526 3.06204:0.373255 1483214784 "gmFrpq, CV"[ ok?
XGcHTHCtIHYDcFviimLBQcjG	1880781604,0.955819, 857991776;-1734522374; -704784105:1605085415: 1703610057 1913397880 2.06511:0.600632 1195315210 "FGoD, JDTK"[ ok?
jVzMCrjuqCeLsWJnYYmevbDE	1383773713,5.890636, 2124720517;-466543558; -1882781997:195126806: 529226722 1016154897 0.654266:0.738207 1929065761 "xDRgbSZb, IGP"[ ok?
TZyQxiFaUrmafjlsXgpiBlUS	1029566334,0.654670, 1412670428;-651681811; -181755150:234010098: 1419044410 711952552 27.1047:0.450336 1953121880 "raQz, eTk"[ ok?
ZsBCsxwKGakPQKJXEUOGFJqc	1978166933,0.974218, 966628684;-1352210564; -1797868951:450537107: 1622188902 983360802 2.53792:2.3701 1940073259 "PwBLEaNj, NLsrjKEhkNNP"[ ok?
WUqAsUBFTdaIgBntFOLNsuTH	201136930,0.197022, 1808683076;-1383470501; -175975910:538904248: 678265923 1552219041 1.43769:0.306908 290270601 "xENGjUbm, bE"[ ok?
mPQXjmIlAQMmiQmPuKCrwWwm	1633406970,0.994700, 763681947;-609634607; -2034041932:524236988: 521910701 919310974 1.12202:1.40756 1060436749 "rKSodOdc, Dt"[ ok?
RkIbnqxxjKxHLTTqwFGqbqlh	273225752,0.558988, 1703381229;-971463870; -950897815:436960847: 180066996 818734252 1.99732:0.158527 824434794 "xTWS, Mx"[ ok?
KQpBgukUBiExrtcyCvrZgmSz	2028056426,112.539773, 1287441116;-1881416923; -195777662:781587224: 157731120 1804708587 1.28902:1.20377 371627206 "obgEcMZJ, JGkCXlgIstAZ"[ ok?
EABnbMNikepXYmztjpYnNpHx	1371596097,1.012287, 425478943;-1167525262; -665135020:477480965: 1260037399 68786302 0.348106:2.8741 90426708 "FQxsJeOS, RO"[ ok?
iFRYRKwucVISYlyjAvoMUVqD	228411816,1.325266, 189360269;-1961044125; -1008999633:1381949944: 1135053371 1518856826 1.96723:1.43165 676422178 "ZQPtvJuu, tb"[ ok?
PvAHCTuJACOtkMEQpRwprLfs	377924886,1.456960, 317819979;-1471318457; -113959740:956206342: 155162990 412688038 1.74857:0.522932 2075507688 "aJTtiVmp, birWMkaw"[ ok?
VpIVwSbTiaeuGVmspaRDYrJH	1006419141,0.395132, 1879322188;-920973424; -302302978:415066973: 408566930 1183986754 0.645606:3.27861 1674873432 "OVUkvMa, Djyf"[ ok?
arMIedKQzOtAQZkCyNRyPvlm	1041804220,0.633177, 1070670912;-23890760; -356889090:1977138111: 2105535657 22997560 0.349921:1.13984 782709949 "SGLvKSoU, oOGMzunfa"[ ok?
OjfZNucnZiKTPGgFGXwzBZoe	1838471503,0.638453, 518445871;-1244374093; -1961689717:199015452: 740713660 173836390 1.69446:2.35078 372717380 "ciLpUtgp, bPke"[ ok?
kOchKWSvvgFYdyEhDOpfPHlX	1506515787,0.507876, 1603723590;-302663535; -409424767:1724642880: 1662046154 800816131 0.472412:0.696849 1525507053 "QOEWhMYC, MoXyFqLBsJD"[ ok?
WFAhXwUcmqTaOyiSCpFYCgAX	1976229935,1.290004, 791026263;-1209547248; -231741934:864789264: 1124716362 1523577153 20.4497:0.606197 693405982 "YbbVEsVo, plUO"[ ok?
ffHSKprUEVeEmoPjETwROjzo	935689798,0.048017, 454259918;-1455885813; -661283449:309330341: 1116081394 361590034 0.33601:0.421535 1443983806 "OkBuc, fw"[ ok?
KzhHILXxcOxvLPHUMsHYIuwf	868896939,0.193697, 1647006686;-1083580079; -151677331:518405766: 686211420 701188857 1.06631:0.0595273 193354325 "jWaGxVTQ, qz"[ ok?
sNQGllUmjNrjMkngYFWiMgde	1852659420,1.059744, 45962353;-1472014211; -569613826:1836137504: 1171791844 2046463950 3.34885:0.401521 900524249 "TeJgrPut, VOY"[ ok?
wkWlzbGSZtvyzmcaXKtWcbam	310902315,2.633164, 1325870122;-581011200; -726712502:2109383531: 1454290918 192772694 0.0327808:0.34064 272666125 "DgBW, zLtfrPx"[ ok?
tXRdNFsSDsVJiltcATUpUJbu	612676095,2.467057, 1491598374;-216298497; -395199539:1333981066: 2106914374 767546005 1.31912:0.570943 250365877 "TYPFw, JI"[ ok?
GKngyxnCrfXvEQBGpouyrRhW	786136958,0.607213, 1065065480;-2119017790; -6830437:1764201398: 1849774174 958497523 1.49799:0.742017 1740418712 "bBVG, PeueD"[ ok?
sfkIawkGajoRHRhfqfCgRIjj	1049019160,0.227077, 848560489;-836198377; -406155321:1975301993: 1389650526 1785902779 0.478093:3.5085 2091757319 "EuCWWfrI, pxLs"[ ok?
awkgtkgcpiBZsHqpJDMSKTtw	1988855249,0.657779, 1573152160;-1713995138; -518078589:2023725233: 590379231 913137032 2.08322:0.970568 189286026 "gBrasJ, vrYqxkxCj"[ ok?
gaZzBsDBkDSArYSFGDLlXupu	679500209,0.898341, 745917888;-155809311; -1095376280:84917846: 1337714800 2112713053 0.134232:2.03089 1997695653 "nmuZUzhU, zzGhZ"[ ok?
JTcLRvRVGnptqsKwKftFGRFt	797756049,0.397521, 479145267;-289891055; -367660940:1947212012: 349872645 277818965 1.19606:5.44384 1970401032 "sstLvyxt, FK"[ ok?
RysKQVwOqXHTmWVRUnIzAuNx	1159247829,6.629040, 1477419777;-1272112571; -75841059:2017567803: 1337612374 1459688155 0.803259:2.34417 177135239 "QOHhOeDJ, IOx"[ ok?
pVvjtanciJwBrRWzDwXqjpTV	1547566154,1.164123, 1654571174;-226084640; -1421124225:1344720363: 1798543540 315490977 0.148464:0.573993 192549926 "TrozdNGP, efaEWl"[ ok?
BOyXYAUvlBclBTcrYsVjrbdn	607733195,0.577292, 2032354479;-1650308503; -428183943:340742058: 797013369 136459851 0.459189:1.61603 1844411516 "vuMwSBpj, XfTzu"[ ok?
xkhVeWZdSjyHIkqvboFHqcXo	2143872630,15.124809, 1628737685;-2033225825; -551174680:1844043468: 158262123 888419517 0.585839:2.16379 1592605069 "pDBWhPia, ygAA"[ ok?
egFduAugqnXytdaIEhmOcoHz	1320956151,0.261166, 1409396741;-720521555; -1421423950:1308475935: 2068120000 1404430520 1.32962:0.939709 853737043 "jvHxJndm, Alm"[ ok?
qYtfbmWiaLyzJmIraTRcZxXS	1021397630,0.248557, 958893220;-1975678883; -1573858501:1650156887: 837551842 1059827558 0.157113:0.20238 1094042107 "HDLDO, YcAoVp"[ ok?
iChrMcRuiblSqgRvysKwFxfv	87813143,1.505596, 1755852775;-234017295; -487872137:1221718577: 351508657 1109078156 0.253457:0.438908 1720317085 "lPHjqkb, KSvrh"[ ok?
zzZRbLKqzepvHyrtprHrACXS	1251871006,2.109112, 1840692692;-1431341121; -25270299:2137864839: 62481091 1988681812 0.229452:1.1619 99615595 "uKqdwqdk, avyJGMyWdtUX"[ ok?
RSWyAWMSBeUXucZVPkLBMOhE	989556973,1.046537, 1066055685;-2142005352; -1750495926:816241374: 577441781 984222712 2.10438:2.35264 1051964906 "ojIz, LQIrK"[ ok?
vBroYDLDuJJeisRVhpCZqQzN	1142946680,1.745006, 1139802821;-745040003; -66627326:1596296167: 717559476 263605833 0.51761:0.131987 1544740245 "AgNWc, TcPxvkciU"[ ok?
dsiJAbxWXPNWKqJyjTnIBTwP	817467577,1.048710, 353076129;-1373259552; -347440273:895724820: 1167491801 1305803947 0.458945:0.244305 1883856445 "cMpX, sox"[ ok?
rhwnLEXHqoyqSUiqlaTIjKlH	234102889,0.108408, 1936817625;-2019704438; -911913776:934641967: 2025989756 1594801858 0.249329:1.11241 972127010 "emsU, mDDwY"[ ok?
stmIyXkvjOFGAYaTyryyoqfG	1544960899,35.150393, 1270508002;-1338789770; -681983459:1672029443: 1302135131 1211397665 1.27331:0.650155 867855213 "pwSdrLNx, FG"[ ok?
lKExbAunJjaGdZwLPtVMsnyo	291785508,2.746893, 1259240383;-2035115761; -829090819:268557293: 1616752886 992337931 29.0065:13.0378 805126108 "uDeRCssA, Yx"[ ok?
cyTuEfboZIPmHDqjYwAWJRHB	1418640354,19.691956, 1721444416;-1775713081; -162204814:138086209: 994871121 1277509886 1.54799:0.401955 1489461503 "EDNFfWRO, hJwsQreqF"[ ok?
fzmCrfvnfjDZzvmxnjULLHDF	1558406301,1.127201, 2062820798;-1695560774; -679270514:653988645: 1284266322 371857088 9.85148:0.964263 73884387 "FJJqWwRN, OcSc"[ ok?
qBahdnEDyUjXEKVFIeCpyyXL	2011151971,4.635000, 1443293455;-396521489; -644216760:193913957: 669728665 1216622227 9.01622:1.52917 272922678 "CdDEZbVI, WmsTMeJCuCLk"[ ok?
zAPEqZdKFwlhAneqdQjsryDt	897037087,3.661483, 902628625;-1041962068; -725925709:873698097: 1097010356 1310806801 1.19308:0.787643 1415648977 "FVOQP, FECffVyFXqrp"[ ok?
SMCqsJOrPRKkeobRrsPGZoXI	1958087646,0.058190, 1260487524;-1356771520; -819440641:2101177381: 1111319981 285617638 1.0939:0.555504 1225208915 "lLPt, xje"[ ok?
hHgTdmeUwxFgQdZSXCvGWIrz	1673195985,0.221187, 1648260736;-13776662; -1018632370:1776539912: 1908268315 221906427 0.0250318:2.5633 1003501674 "VoBsB, SrwSWqQAUoF"[ ok?
WWJRAszvdBsgdWIHcdcMWEdI	715877083,5.838308, 671044686;-1608543670; -616880248:14829438: 46590283 961372897 1.70574:1.06104 970485453 "hvIsYeay, VqIGqZ"[ ok?
jEuCTgiFtqAoarLYkRYSwLrU	406092096,1.945753, 1848186156;-225820363; -1810888380:1976747399: 1963163109 2029144203 4.17731:0.0271519 1863535220 "lWMIZ, LBkUnqyNw"[ ok?
ZSgXlemTsuZhVXfbbGashirn	651366922,1.252151, 1773166391;-970685641; -1041172236:1356984055: 1980748524 1490398715 1.38848:0.386835 880651775 "fFjsKMlO, bALVavBUKMSF"[ ok?
ouRByMUrdahXjgMoGJKSVCWy	426620032,2.625393, 911699969;-1678352846; -941417565:1046124005: 1243363506 812943472 0.187869:0.945867 1883816918 "NsrIFJdG, Lsx"[ ok?
ZTZXRmDToxzaLqrYRMDvUFKT	1976654856,0.423028, 1810351234;-920559060; -548547592:892926866: 1383586728 2024072618 0.18654:11.6888 603231201 "fJRjWkJ, wjEuJn"[ ok?
yaKAAmHhmXuyhoMWwhzjXaBC	1058321620,0.863693, 594169028;-1611702627; -1196058201:1003360772: 1727679045 654967556 1.15532:0.17763 1237334808 "jarrKC, pOjbQDNagUyK"[ ok?
EcfOWqFnCmYFUuARAxqCsboK	2114874470,0.749031, 732601605;-802483716; -1286106797:1745304806: 686380475 2066897604 0.613044:2.93714 1795881410 "UDWHnrlC, Uastocj"[ ok?
CGneOfvyTUnOPVPjOvLUtHAC	283637485,1.508468, 1303123873;-1957010303; -1710452299:1804422162: 2073854101 939366939 0.557586:1.24974 1200197900 "QVSmjfjm, xtCmulTTLq"[ ok?
OBRMjXvGqmQqPrviKMcUTKKS	1515596235,0.810540, 1381526388;-848886830; -1600048612:1982475386: 594638612 2091862145 1.41151:0.552215 1304433668 "VMcEIs, zz"[ ok?
SZNMfMsnAjiUKZMSHpSkesWL	384510819,1.028107, 993980011;-769290870; -1634790555:1498522914: 828040470 1286702056 1.36387:0.801574 1904318163 "mypOJ, wNDJ"[ ok?
IVMFPcpKFrQdDtOoBsICnSTE	1217781336,1.320359, 1213143842;-503279871; -207786460:2102858817: 2028031107 201856339 1.69878:0.674855 1911236866 "dhUxZIP, oj"[ ok?
IQHCVLrDZveKlFbWKVUuXUEq	1099365687,0.417655, 1770781012;-282241919; -1095179536:846393772: 2057134561 1849085172 0.882052:3.38566 1520556550 "Rucg, QAC"[ ok?
HOPUAlbtERiyuWsAAfMEwJNC	1014501944,0.826249, 426473947;-1213042186; -201626159:152301565: 925194657 910000021 1.09457:0.244376 597538766 "yfpXjAf, dGFwvElobJXW"[ ok?
qBriguuEYBZzcWnruuemLXhK	1508864823,1.327268, 520985379;-825965415; -1743000378:731384340: 1941866237 150757584 0.0989664:11.5335 1264246660 "ASgq, SQ"[ ok?
upyuEQabVUrZfTyFokMKPZSO	917459625,0.177465, 180183496;-686152335; -401103148:1012712602: 365008738 414569202 1.02438:4.27434 1421660131 "LQwg, BitBlDA"[ ok?
ywMCWYKAwlsUdukuyVwBdxHp	886995147,0.755922, 1207333030;-1801903982; -1153258574:1780199277: 224695732 722702579 0.0569955:1.10684 956768324 "Ddyz, ltHPgJCh"[ ok?
QPRSNwVVVSdQAwrkoSVRRpGm	476880785,1.053800, 734622554;-735397241; -717294157:2019055131: 1204008809 1892140543 4.36193:1.18831 465292468 "HvyAlTjy, PAhrV"[ ok?
uaOcpEWGWTbAXLLGWetMeSIU	573730267,1.625266, 530031487;-603203563; -1071953360:1926822143: 1208710006 1960121099 146.09:0.625733 917395014 "wXxNQoSj, Bfle"[ ok?
rmXwYJIfJqFBKIEqWjaLDudA	1282120451,1.497236, 960060659;-488387996; -607544537:2102460845: 379632432 477940059 2.89406:5.36821 1853943244 "TxRN, AqFXuErsfUdt"[ ok?
QhsFcIxgjmnREHSmgqrhqYUK	120585787,1.262603, 1346577319;-1606873145; -1818444276:1311230161: 977883069 1966134394 0.172291:1.59197 1207828345 "SsXCJjdL, ug"[ ok?
wXdGifJSqBvGdqRNDQvDPOZp	1526948042,0.082215, 1208986129;-1782242599; -1886354291:2005900300: 1555243512 164120135 0.134562:0.597834 950637266 "KXmLOOdP, zqSY"[ ok?
dtEEJSwUiRgiXHyKvDCajyOu	91124494,1.168318, 1568990573;-573730801; -5414735:645565651: 1697357519 783305249 0.783315:0.581791 1448321182 "NXyPUXoK, wgTTpJ"[ ok?
XxJCkYqcUmtLAaMMvOmEQUIh	195394040,0.149891, 1156239130;-963837081; -834309936:128970909: 1778293191 450066034 0.323963:0.345093 1765546804 "DLnd, FDnzSnAErH"[ ok?
vcGPXqXCMxiWDGzWLFVaOfLQ	602481378,0.583331, 857074906;-118377075; -798327562:483075898: 976456742 2048322943 0.0707573:0.348077 949325162 "TYUOJwVb, jSVBvb"[ ok?
jNvZVHgVJNfySInRutLyKQcl	1916964307,1.642192, 962205646;-1227402861; -1234221721:2136847328: 442001590 1414300237 2.57315:5.73903 939903390 "gCHBUj, Qpn"[ ok?
kRPMxySmxZajJXPhqlecoizC	396038166,12.736928, 419866642;-2101958605; -1841840864:1005066426: 1238283704 1115966250 95.5553:1.98173 603214605 "GfIpdquJ, Xo"[ ok?
xvfKlsJfulgpvGWIRTVhozYk	300128678,1.585699, 1878541863;-763992894; -1917752199:1614173921: 1590340442 515300011 7.75375:1.12023 38730034 "JOFwxlph, EHy"[ ok?
hKMrxVzAUNqteOXdhtzdMaZO	2087446871,1.396112, 865680651;-467063868; -2099676076:2092813148: 1105171198 965456970 2.22493:0.912856 1684713906 "uRiplHVN, hqHTLKKt"[ ok?
wgxXBbJgTLriarZPVaDbubBJ	481866104,1.403423, 762965607;-851416101; -780721694:885996626: 906960582 465034704 1.953:0.201327 152374341 "EFDHJx, LGMySowzXio"[ ok?
kZXOzSbsycTcFEOGhTBgwIsP	402155568,1.158114, 1763970341;-1489771718; -875590783:786196283: 2138079853 811331127 0.644974:0.940403 2035335944 "CGXpz, dCM"[ ok?
OsMIgmiSFvyuUZnVOueUrGVP	1595496675,0.407021, 2014982802;-547509418; -229568763:1185270882: 1278592107 1027184692 0.345137:0.443377 1013798395 "sfDP, jaakIxFC"[ ok?
YFImQgsMxpmarEigoAZgHNea	192485785,1.979305, 574587137;-962792283; -1223677044:196002279: 1391064823 1305507615 2.04735:0.314071 1685523331 "ImeJjxiE, SRWLwYa"[ ok?
aGPyWTqZmHfOlVCJoBpGovhT	40524987,1.319852, 1196361433;-1997315868; -663930191:1991343301: 797895540 1399178689 0.675514:1.56915 28285992 "lXTGoY, IrTHNl"[ ok?
oCFbwBljOQuTweKzWjNWmZwk	289703649,2.123395, 1900067170;-2008305153; -1241747896:1178040512: 2061744673 1939228737 1.1606:0.133325 1048261038 "sdVwYpuj, IwNJZEyvgjNj"[ ok?
# EOF 
